,title,category,intro,url
630,"가르쳐줄게, 네가 원하는 그 향수. ""멜팅포션 프로젝트""",향수 · 뷰티," '진짜 페로몬 향수' 란 뭘까 ? 
사랑의 묘약을 담은 핑크빛 상자를 열어 봐!",https://tumblbug.com/meltingpotion
631,비밀토끼×밀크크림치즈가 만든 그림책 '한낮의 꿈',출판,비밀토끼×밀크크림치즈의 그림책! 어느 고양이의 이야기 '한낮의 꿈',https://tumblbug.com/secretcheese
632,당신이 입은 옷은 누구인가요? 단편영화 <허물>,영화 · 비디오,개화필름 (Film Blooming) 의 두번째 단편영화 <허물>입니다.,https://tumblbug.com/bloomingfilm
633,가산디지털단지역,웹툰 리소스,웹툰 및 그림 작업에 활용 가능한 배경인 주거공간들로 구성되어 있습니다.,https://tumblbug.com/kimssal6
634,"액션, 판타지 서양 무기 3d 소재 (웹툰, 일러스트)",웹툰 리소스,"액션, 판타지 장르에 어울리는 무기 3d 소재 프로젝트 입니다.",https://tumblbug.com/weapon3d
635,당신의 내일을 응원합니다. <어쩌면 이건 너의 내일>,출판,"사랑과 이별, 새로운 만남, 입사와 퇴사, 꿈과 현실을 통해 성장해나가는 소설같은 이야기!",https://tumblbug.com/cheers_for_you
636,"창작곡 ""독도의 사계"" 서울 예술의전당 콘서트홀 실황 음반",음악,"""독도의 사계"" 음반을 발매하여 많은 국민들이 쉽게 듣고 나아가 국민의 정체성을 함양한다.",https://tumblbug.com/damool
637,코넛(Conut)의 EP <코코넛 블루스>,음악,싱어송라이터 '코넛(Conut)'의 새 EP앨범<코코넛 블루스>를 위한 프로젝트 입니다.,https://tumblbug.com/conut
638,[스케치업 배경] 클래식한 디자인의 호텔 세트!,웹툰 리소스,클래식한 디자인의 웹툰용 스케치업 호텔 프로젝트입니다.,https://tumblbug.com/kangtaeng_classichotel
639,Ep.01 앙리마티스의 선과 색 [석고판 & 아로마오일],홈 · 리빙,"앙리 마티스 라인아트 석고판,
그리고 그의 예술성을 담은 아로마 오일 [살롱도톤느]",https://tumblbug.com/wmd1
640,여러분 잘 먹고 있나요? 메모지 3종 세트,디자인 문구,건강한 식습관을 위한 메모지 3종 세트를 준비해 보았습니다.,https://tumblbug.com/healthymemo
641,송용창 4집 [향연],음악,정통 소울 Funk 싱어송라이터 '송용창' 정규 4집 [향연],https://tumblbug.com/song4feast
642,"봄을 기다리며 촛불로 꽃을 피웁니다, 캔들 홀더 '목련'",예술,봄에 가장 화려하게 피는 목련 꽃을 모티브로 한 캔들 홀더 '목련'입니다.,https://tumblbug.com/lown_object
643,ROHCHUI의 첫번째 프로젝트 드로잉 작품을 입는다.,의류,작가의 자유로운 관점으로 관찰되는 일상생활 속의 시점을 드로잉으로 표현합니다.,https://tumblbug.com/rohchui
644,단편영화 doubter 후반작업,영화 · 비디오,"""모든것에 위화감이 느껴져"" 단편영화 Doubter 후반작업 후원 모집",https://tumblbug.com/doubter
645,닳도록 사랑했던 곰돌이,주얼리,"언제나 내 곁에 있어주던 곰돌이들을 기억하며, 하나뿐인 나의 테디베어 다이아 목걸이 ",https://tumblbug.com/belight
646,"팥죽 하면 동지, 절기 놀이 프로젝트 24절기 패키지",보드게임 · TRPG,"모르고 지나칠 수 있는 24절기, 알뜰살뜰 다 챙겨가기 위해 만들어진 만년 달력&놀이 카드",https://tumblbug.com/the24divisionsoftheyear
647,미래형 실험도시 건설 보드게임 '이노리즈: ENOREZ',보드게임 · TRPG,제로원(ZER01NE) 퓨처클럽 '보드나잇'의 보드게임 제작 프로젝트,https://tumblbug.com/boardnight_enorez
648,해체주의 호러 큐티 펑크 시집 <무서운 집>,출판,해체주의 큐티 펑크 시집 <무서운 집>!.. 그리고 귀요미 아크릴 키링 굿즈...!,https://tumblbug.com/a_scary_house
649,"귀여운 ""벚꽃소녀""의 2021 탁상달력",디자인 문구,알록달록 귀여운 벚꽃소녀의 일러스트를 담은 2021년 탁상달력입니다.,https://tumblbug.com/dp_cherrygirl_calendar
650,나만 강아지 없어! 2021 멍멍 패브릭 캘린더 분양중,디자인 문구,워싱 된 면 원단에 12마리의 강아지를 랄라비만의 일러스트로 그려 넣은 패브릭 캘린더입니다,https://tumblbug.com/lalab
651,갓 발효된 반죽 캐릭터 땡글이 데려가주세요!!,캐릭터 · 굿즈,반죽 캐릭터 땡글이를 실제로 만나보실 수 있습니다! 양 귀가 말랑말랑해요,https://tumblbug.com/thankguri
652,"포근하고 돋보이는 겨울 룩, 귀여운 유니크 양털자켓",의류,겨울에 사랑받는 양털자켓을 컬러에 포커스를 맞춰 배색으로 포인트를 주어 담아냈습니다.,https://tumblbug.com/1112114
653,"평범해서 특별한, 보통의 파주 청년들의 <보통의 내일들>",출판,내가 사는 파주에서 또래들은 어떻게 살아가는지 궁금해서 시작한 '기록' 프로젝트입니다.,https://tumblbug.com/nomal-work-tomorrow
654,어린 시절 기억 속으로 떠나는 심리여행_초기기억 강점 찾기,출판,초기기억 속에 숨은 강점을 찾아 자신을 깊이 이해하고 삶을 업그레이드해보세요_아들러상담학회,https://tumblbug.com/earlymemory_workbook
655,처음 만나는 더 쉽고 편해진 생리디스크 <Poicup>,홈 · 리빙,"자궁경부를 감싸안아 더 부드러운 착용감을 제공하는 국내최초 생리디스크,포이컵을 소개합니다!",https://tumblbug.com/poicup
656,"잃어버린 상상력을 찾아, <코끼리를 삼킨 보아뱀 은반지>",주얼리,"소설 <어린왕자>속 '코끼리를 삼킨 보아뱀'을 모티브로, 상상력에 대한 이야기를 담았습니다",https://tumblbug.com/why11
657,"쉽게 쓰는 소설, 지금 써봐요! TRY TO WRITE!",출판,나만의 소설을 쉽게 쓸 수 있는 글쓰기키트,https://tumblbug.com/trytowrite
658,명탐정코난-Hello Mr.My Yesterday 앨범발매,영화 · 비디오,유투브 조회수 2천 7백만! 명탐정 코난 10기 Hello Mr. My Yesterday,https://tumblbug.com/conan
659,"Flower Shower, 꽃물에 샤워하고 나온듯한 살냄새",향수 · 뷰티,리즐링 와인향이 부드럽게 감싸는 프루티 플로럴한 비누향 그리고 향수병 뱃지,https://tumblbug.com/eaudefleur
660,우리나라 역사 속에 살아 있는 <신령한 동식물 이야기>,출판,"우리나라 역사 속 신령한 동물, 식물의 이야기를 한 권에 담았습니다.",https://tumblbug.com/plantsanimalshistory
661,아이패드 활용성을 높여주는 '올인원 디지털 노트 101',디자인 문구,101개 양식으로 더 다양하게! 원하는 속지를 골라 조합해 나에게 딱 맞는 노트를 만들어요,https://tumblbug.com/ipadnote101
662,지구환경보고서 <석탄아틀라스>한국어판 출간,출판,하인리히뵐재단과 환경단체분트 지구환경보고서<ATLAS>시리즈1권<석탄아틀라스>한국어판 출간,https://tumblbug.com/atlaskorea_jaga
663,"도깨비와 요괴, 신화에 관한 이야기 <동양 환상전>",출판,"우리의 도깨비에서부터 일본 중국 , 불교등에 등장하는 각종 요괴와 신화속 신들을 소개합니다",https://tumblbug.com/dokkaebii
664," 웹툰, 일러스트를 위한 100종류의 다양한 가문 조합들 ",웹툰 리소스,"웹툰, 일러스트에 도움이 되는 가문, 문장을 만들 수 있는 조합(100)들을 준비중입니다.",https://tumblbug.com/greenandpurple
665,'비비안 마이어' 포토 포스터 북,출판,국내에서 접하기 힘든 비비안 마이어의 작품을 소장할 수 있는 유일한 기회,https://tumblbug.com/theposterbook_photo
666,2022년을 물고 온 호롱이,디자인 문구,2022년 새해를 준비하며 호랑이와 한국을 담은 일러스트들로 만든 상품들 입니다,https://tumblbug.com/horong2022
667,익명으로 고민을 보내면 손편지 답장이 오는 동화같은 이야기,출판,익명으로 전달한 고민편지와 익명으로 도착한 손편지 답장 모음집 '온기우편함' 출간 프로젝트,https://tumblbug.com/ongibox
668,11회 광주여성영화제 ZERO,영화 · 비디오,단편경선을 처음으로 도입하며 내일을 위해 나아가는 광주여성영화제의 걸음에 함께해주세요!,https://tumblbug.com/wffig11th
669,킹스우드: 론델 시스템의 치열한 수 싸움 게임!,보드게임 · TRPG,"론델시스템, 일꾼놓기, 자원관리의 완벽한 조화의 숨막히는 수 싸움게임! 리플레이도 만점!",https://tumblbug.com/kingswood
670,티 전문가 '큐앤리브즈' 세젤맛 밀크티 4탄! TEA시럽,푸드,밀크티 숨은 맛집! 인기 카페의 비밀 레시피! 그 비결은 바로 큐앤리브즈 밀크티 티시럽!,https://tumblbug.com/kewandleaves10
671,[박스학 개론] 실무에서 바로 사용하는 박스 가이드,출판,"박스를 만들어야 하는 디자이너, 창작자 분들에게 도움이 되는 프로젝트를 기획했습니다.",https://tumblbug.com/box3
672,"전설 속 다섯인어가 보내온 편지와, 천연원석 쥬얼리",주얼리,"다섯인어가 전해주는 천연원석 목걸이와 귀걸이, 그리고 동화처럼 펼쳐지는 편지 속 이야기.",https://tumblbug.com/mermaide_gemstone
673,"선을 넘는 영화제, GUJIFF 상영회 <점, 선, 면>",영화 · 비디오,"가깝고도 낯선 세 가지의 선, 그 경계를 허물고자 하는 청년들의 영화제",https://tumblbug.com/gujiff10thmoviescreening
674,소중한기억이 아스라이 찾아올때 <까만별이 찾아온날>,출판,빛이 없이 태어난 아기별의 빛을 찾는 여정을 그린이야기,https://tumblbug.com/thelittlestar
675,한글 타이포그래피 구독 서비스 홈페이지 제작,디자인,한글 활자를 디자인하고 공부하며 썼던 글을 제공하는 구독 서비스를 시작합니다.,https://tumblbug.com/eyongjepage
676,커스텀 가능한 2.5D 액션 이펙트 & 일상 파티클,웹툰 리소스,클립 스튜디오용 웹툰 소스 모음. 작풍에 맞는 자작 텍스쳐로 교체해 활용도 가능합니다.,https://tumblbug.com/2_5d_set
677,"상실에 관한 환상SF 단편집 <여섯 번째, 꿈의 감각>",출판,"우주를 관장하는 절대신부터 작디작은 우주먼지까지, 누구도 피해갈 수 없는 상실에 대하여.",https://tumblbug.com/studiofallingstar
678,"내 방 안의 희귀식물 포스터, 엽서북, 키링 <그리너리룸>",디자인,"희귀 관엽 식물인 안스리움을 주제로 디자인한 포스터, 엽서북, 키링입니다.",https://tumblbug.com/greeneryroom
679,12팀의 크리에이터와 함께한 2022 릴레이 달력 챌린지,디자인 문구,즐거움을 전하는 크리에이터 12팀의 화보가 담긴 포토캘린더,https://tumblbug.com/idiol_2022
680,[Tlab] 컨템포러리 타입페이스 한글 Inline,디자인,각자의 개성이 담긴 인라인 스타일 서체를 제작한 세 디자이너의 프로젝트. ,https://tumblbug.com/tlab
681,보석의 공간을 디자인 하다 [쇼룸 펜던트],주얼리,"열고 닫으며 커스텀이 가능한, 유리에 달라붙는 점착식 보석 로켓 목걸이",https://tumblbug.com/moecho02
682,노브라로 나가도 모를걸! <해방잠옷> ,의류,노브라로 누리는 온전한 자유. 노브라 <해방잠옷>으로 편안히-,https://tumblbug.com/sosojam
683,하찮은 찹쌀 도-나쓰 도우도우 노트북 파우치,캐릭터 · 굿즈,여러분들의 소중한 노트북과 아이패드를 안전하게 지켜줄 도우도우 노트북 파우치입니다.,https://tumblbug.com/manyalittle_dowdow
684,"한지로 만든, 친환경 소재 하운지 가죽을 가방에 담다",잡화,하운지 가죽으로 만든 가방,https://tumblbug.com/abellverabag
685,"[디지털 다이어리] 즐거운 기록 놀이, 꼴라주 2021",디자인 문구,2021년에는 기록하는 재미에 푹 빠져 보세요. 당신의 한 해가 더욱 다채로워질 거예요!,https://tumblbug.com/collage2021
686,홍익대학교 산업디자인 졸업전시<design without>,예술,홍익대학교 산업디자인학과 2020 졸업전시<design without>의 MD를 소개합니다,https://tumblbug.com/hongik_id_degreeshow
687,"""어서오세요, 문브릿지 꿈상점입니다."" <드림캐쳐>",출판,꿈의 세계 솜니아에 입성한 루시와 꿈의 신 모피어스가 펼치는 아동청소년용 판타지 소설,https://tumblbug.com/dreamcatchers
688,"""지금,도쿄"" : 일본감성 꾹꾹담은 엽서키트",디자인 문구,도쿄 유학생활 시절의 사진들로 만든 엽서키트. ,https://tumblbug.com/tokyonow
689,두려운 영혼을 위한 그림책 <세상에서 가장 안전한 집>,출판,막연한 두려움에서 벗어나는 한 소녀의 여행기,https://tumblbug.com/tkkim03
690,동물들의 열두달을 담은 [2022 A.T.M 캘린더],디자인 문구,"열두달을 지나는 동물들, 그들의 어떤 순간을 담은 '2022 A.T.M 캘린더'입니다.",https://tumblbug.com/2022_atm_calendar
691,"책봄의 환경,동물,사람 - 도서 구독서비스 <문 앞의 봄>",예술,"매달 환경, 동물, 사람에 관한 도서 중 1권을 엄선하여 문 앞으로 배송해 드립니다.",https://tumblbug.com/bookspring1
692,미래세대에게 대한민국 축구의 가치를 전달해요!,예술,"[전시,교육,체험] 아티스트, 수집가들과 함께 미래세대에게 대한민국 축구의 가치를 전해요!",https://tumblbug.com/faentasium
693,향과 마음치유의 조화 : 감정조절이 어려운 당신에게,홈 · 리빙,'아로마 테라피'와 '심리치유 기법'을 통한 현대인들의 '마음치유 도구',https://tumblbug.com/healing_stick
694,"언택트 시대, 멀어진 사이 건네보는 <사이다>",웹툰 · 만화,포스트코로나 사회를 살아가며 각자의 시선으로 만화를 그리는 독립출판 프로젝트,https://tumblbug.com/saida
695,"산타를 기다리는 어른들의 설렘, 크리스마스 테라리움 키트",홈 · 리빙,"나만의 반려식물을 위해 직접 만드는 테라리움, 녹색식물의 생명력으로 맞이하는 작은 행복",https://tumblbug.com/hwayou_xmas
696,"보이스 아이돌 프로젝트 : 아이-유니버스 ""에버샤인""",음악,"보이스 아이돌 프로젝트 : 아이-유니버스 ""에버샤인""의 굿즈, 앨범패키지 제작을 위한 펀딩",https://tumblbug.com/evershine
697,산책을 씨앗처럼 심고 가꾸는 그림에세이 <함께 쓰는 산책>,출판,"저마다의 속도로 걷고 기록하며, 건강히 자라나는 마음들을 책과 함께 간직해보세요.",https://tumblbug.com/sompress03
698,더 깊은 사랑 [The love rose Ring] ,잡화,여러분의 사랑의 색을 단언하진 못하지만 분명 다채로울 것입니다. ,https://tumblbug.com/karak
699,우울전시 - 쇼미더드로잉 X 이모르 개인전,예술,"크리에이터 이모르, 그리고 자신의 우울을 용기있게 드러낸 사람들의 이야기",https://tumblbug.com/showmethedrawing
